2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:52 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 11:27:31 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-01 11:30:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 16:03:48 - price_service - INFO - Initializing price service module
2025-08-01 16:03:49 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:49 - price_service - INFO - Initializing price service module
2025-08-01 16:03:52 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:52 - price_service - INFO - Initializing price service module
2025-08-01 16:03:52 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:52 - price_service - INFO - Initializing price service module
2025-08-01 16:03:53 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:53 - price_service - INFO - Initializing price service module
2025-08-01 16:03:56 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:56 - price_service - INFO - Initializing price service module
2025-08-01 16:03:57 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:57 - price_service - INFO - Initializing price service module
2025-08-01 16:03:58 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:58 - price_service - INFO - Initializing price service module
2025-08-01 16:04:00 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:00 - price_service - INFO - Initializing price service module
2025-08-01 16:04:01 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:01 - price_service - INFO - Initializing price service module
2025-08-01 16:04:02 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:02 - price_service - INFO - Initializing price service module
2025-08-01 16:04:05 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:05 - price_service - INFO - Initializing price service module
2025-08-01 16:04:06 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:06 - price_service - INFO - Initializing price service module
2025-08-01 16:04:07 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:07 - price_service - INFO - Initializing price service module
2025-08-01 16:04:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:10 - price_service - INFO - Initializing price service module
2025-08-01 16:04:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:10 - price_service - INFO - Initializing price service module
2025-08-01 16:04:12 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:12 - price_service - INFO - Initializing price service module
2025-08-01 16:04:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:14 - price_service - INFO - Initializing price service module
2025-08-01 16:04:15 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:15 - price_service - INFO - Initializing price service module
2025-08-01 16:04:16 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:16 - price_service - INFO - Initializing price service module
2025-08-01 16:04:19 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:19 - price_service - INFO - Initializing price service module
2025-08-01 16:04:20 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:20 - price_service - INFO - Initializing price service module
2025-08-01 16:04:21 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:21 - price_service - INFO - Initializing price service module
2025-08-01 16:04:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:24 - price_service - INFO - Initializing price service module
2025-08-01 16:04:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:25 - price_service - INFO - Initializing price service module
2025-08-01 16:04:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:26 - price_service - INFO - Initializing price service module
2025-08-01 16:04:28 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:28 - price_service - INFO - Initializing price service module
2025-08-01 16:04:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:29 - price_service - INFO - Initializing price service module
2025-08-01 16:04:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:30 - price_service - INFO - Initializing price service module
2025-08-01 16:04:32 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:32 - price_service - INFO - Initializing price service module
2025-08-01 16:04:33 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:33 - price_service - INFO - Initializing price service module
2025-08-01 16:04:34 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:34 - price_service - INFO - Initializing price service module
2025-08-01 16:04:36 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:36 - price_service - INFO - Initializing price service module
2025-08-01 16:04:37 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:37 - price_service - INFO - Initializing price service module
2025-08-01 16:04:38 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:38 - price_service - INFO - Initializing price service module
2025-08-01 16:04:41 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:41 - price_service - INFO - Initializing price service module
2025-08-01 16:04:42 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:42 - price_service - INFO - Initializing price service module
2025-08-01 16:04:42 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:42 - price_service - INFO - Initializing price service module
2025-08-01 16:04:46 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:46 - price_service - INFO - Initializing price service module
2025-08-01 16:04:46 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:46 - price_service - INFO - Initializing price service module
2025-08-01 16:04:47 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:47 - price_service - INFO - Initializing price service module
2025-08-01 16:04:50 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:50 - price_service - INFO - Initializing price service module
2025-08-01 16:04:50 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:50 - price_service - INFO - Initializing price service module
2025-08-01 16:04:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:51 - price_service - INFO - Initializing price service module
2025-08-01 16:04:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:55 - price_service - INFO - Initializing price service module
2025-08-01 16:04:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:55 - price_service - INFO - Initializing price service module
2025-08-01 16:04:56 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:56 - price_service - INFO - Initializing price service module
2025-08-01 16:04:59 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:59 - price_service - INFO - Initializing price service module
2025-08-01 16:04:59 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:04:59 - price_service - INFO - Initializing price service module
2025-08-01 16:05:02 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:02 - price_service - INFO - Initializing price service module
2025-08-01 16:05:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:10 - price_service - INFO - Initializing price service module
2025-08-01 16:05:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:10 - price_service - INFO - Initializing price service module
2025-08-01 16:05:11 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:11 - price_service - INFO - Initializing price service module
2025-08-01 16:05:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:14 - price_service - INFO - Initializing price service module
2025-08-01 16:05:14 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:14 - price_service - INFO - Initializing price service module
2025-08-01 16:05:15 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:15 - price_service - INFO - Initializing price service module
2025-08-01 16:05:19 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:19 - price_service - INFO - Initializing price service module
2025-08-01 16:05:20 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:20 - price_service - INFO - Initializing price service module
2025-08-01 16:05:20 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:20 - price_service - INFO - Initializing price service module
2025-08-01 16:05:22 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:05:22 - price_service - INFO - Initializing price service module
2025-08-01 16:05:23 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
